0,7.182352112
0.693147181,7.374629015
1.098612289,7.344719054
1.386294361,7.122866659
1.609437912,6.928537818
1.791759469,6.678342115
1.945910149,6.434546519
2.079441542,6.008813185
2.197224577,5.733341277
2.302585093,5.529429088
2.397895273,5.313205979
2.48490665,4.812184355
2.564949357,4.753590191
2.63905733,4.624972813
2.708050201,4.454347296
2.772588722,4.33073334
2.833213344,4.127134385
2.890371758,4.077537444
2.944438979,3.891820298
2.995732274,3.663561646
3.044522438,3.610917913
3.091042453,3.401197382
3.135494216,2.772588722
3.17805383,3.295836866
3.218875825,3.218875825
3.258096538,3.36729583
3.295836866,3.218875825
3.33220451,3.218875825
3.36729583,3.258096538
3.401197382,2.708050201
3.433987204,2.890371758
3.465735903,2.708050201
3.496507561,2.48490665
3.526360525,2.302585093
3.555348061,2.564949357
3.583518938,2.564949357
3.610917913,2.302585093
3.63758616,2.48490665
3.663561646,2.708050201
3.688879454,2.197224577
3.713572067,2.197224577
3.737669618,1.791759469
3.761200116,1.945910149
3.784189634,2.397895273
3.80666249,1.609437912
3.828641396,2.302585093
3.850147602,1.945910149
3.871201011,1.791759469
3.891820298,1.609437912
3.912023005,1.609437912
3.931825633,1.386294361
3.951243719,2.079441542
3.970291914,0
3.988984047,2.079441542
4.007333185,1.609437912
4.025351691,1.098612289
4.043051268,1.098612289
4.060443011,0.693147181
4.077537444,0.693147181
4.094344562,1.098612289
4.110873864,1.098612289
4.127134385,1.098612289
4.143134726,1.945910149
4.158883083,1.609437912
4.17438727,1.098612289
4.189654742,1.791759469
4.204692619,0
4.219507705,1.386294361
4.234106505,1.386294361
4.248495242,1.386294361
4.262679877,1.609437912
4.276666119,1.609437912
4.290459441,0
4.304065093,0.693147181
4.317488114,0.693147181
4.33073334,0
4.343805422,0
4.382026635,0.693147181
4.394449155,0
4.406719247,0
4.418840608,1.098612289
4.430816799,0
4.442651256,1.098612289
4.454347296,0
4.465908119,0
4.477336814,0
4.48863637,0.693147181
4.49980967,1.609437912
4.510859507,0
4.521788577,0
4.543294782,0
4.564348191,0.693147181
4.574710979,1.098612289
4.584967479,1.098612289
4.59511985,0.693147181
4.605170186,0
4.634728988,0.693147181
4.65396035,0.693147181
4.672828834,0
4.682131227,0
4.691347882,1.098612289
4.700480366,0.693147181
4.709530201,1.098612289
4.727387819,1.098612289
4.762173935,0.693147181
4.770684624,0
4.836281907,0
4.844187086,0
4.852030264,0
4.859812404,0
4.882801923,0.693147181
4.890349128,0
4.8978398,0.693147181
4.955827058,0
4.96284463,0.693147181
5.003946306,0
5.023880521,0
5.036952602,0
5.043425117,0
5.062595033,0
5.068904202,0.693147181
5.105945474,0
5.129898715,0
5.135798437,0
5.170483995,0
5.187385806,0
5.214935758,0
5.225746674,0
5.236441963,0
5.267858159,0
5.272999559,0
5.33753808,0
5.579729826,0
5.590986981,0
5.605802066,0
5.65248918,0
5.669880923,0
5.676753802,0
5.707110265,0
5.726847748,0
5.762051383,0
5.82008293,0
5.826000107,0
5.950642553,0
6.12905021,0
6.216606101,0
6.267200549,0
6.559615237,0
6.64898455,0
6.70073111,0
6.797940413,0
7.22329568,0
9.063578991,0
